claim_id,idd_pol_policy,idd_cus_customer,idd_prd_product,d_claim_date,amt_claim
C-2024-0000859,P-2024-002877,100711,3ef69f90a5178021fa2875bdb7700d8e,2024-03-11,450.52
C-2025-0000860,P-2025-000464,100235,dcfcf92bb54103cb27c8801b1960989c,2025-10-15,2755.33
C-2024-0000861,P-2024-001097,100154,ee203b1703de1595784024279eff985b,2024-07-20,353.35
C-2023-0000862,P-2023-001650,100885,3c66679311c1abec9d9192d01ce26f07,2023-04-08,3871.24
C-2023-0000863,P-2023-000700,100797,ee203b1703de1595784024279eff985b,2023-10-17,282.62
C-2024-0000864,P-2024-001039,100014,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-11-15,1709.29
C-2025-0000865,P-2025-002707,100402,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-12-04,1841.81
C-2023-0000866,P-2023-001350,100707,7f89c4cd954b7f708ce420be328cebb4,2023-03-15,294.98
C-2024-0000867,P-2024-000280,100325,7f89c4cd954b7f708ce420be328cebb4,2024-09-23,182.45
C-2024-0000868,P-2024-001263,100592,ee203b1703de1595784024279eff985b,2024-11-25,324.59
C-2024-0000869,P-2023-000830,100433,a2a38920c9919e09c8703d8892080502,2024-04-25,118.16
C-2023-0000870,P-2023-000041,100955,3ef69f90a5178021fa2875bdb7700d8e,2023-11-14,146.89
C-2023-0000871,P-2023-002567,100561,eb1f8989a62d585d97875883da198e51,2023-07-12,147.88
C-2023-0000872,P-2023-001919,100800,ee203b1703de1595784024279eff985b,2023-10-11,414.0
C-2025-0000873,P-2025-001559,100699,ee203b1703de1595784024279eff985b,2025-03-09,145.95
C-2025-0000874,P-2024-002047,100514,dcfcf92bb54103cb27c8801b1960989c,2025-09-12,3804.34
C-2025-0000875,P-2024-000296,100929,a2a38920c9919e09c8703d8892080502,2025-04-18,112.02
C-2024-0000876,P-2023-001673,100479,7f89c4cd954b7f708ce420be328cebb4,2024-06-19,164.66
C-2023-0000877,P-2023-001259,100845,3ef69f90a5178021fa2875bdb7700d8e,2023-07-10,429.59
C-2024-0000878,P-2024-000344,100944,3c66679311c1abec9d9192d01ce26f07,2024-09-09,1179.98
C-2024-0000879,P-2024-000908,100837,3c66679311c1abec9d9192d01ce26f07,2024-07-10,4985.8
C-2025-0000880,P-2024-002501,100151,dcfcf92bb54103cb27c8801b1960989c,2025-04-03,1341.25
C-2025-0000881,P-2024-002471,100949,3ef69f90a5178021fa2875bdb7700d8e,2025-05-03,133.39
C-2026-0000882,P-2025-001976,100480,a2a38920c9919e09c8703d8892080502,2026-08-14,351.31
C-2024-0000883,P-2023-000829,100484,19bd7beafce7eb141e672aec8fe7d7c3,2024-04-19,656.04
C-2024-0000884,P-2024-001574,100188,19bd7beafce7eb141e672aec8fe7d7c3,2024-08-27,924.92
C-2024-0000885,P-2023-001950,100922,eb1f8989a62d585d97875883da198e51,2024-04-01,1113.63
C-2025-0000886,P-2025-001187,100274,ee203b1703de1595784024279eff985b,2025-05-04,304.78
C-2025-0000887,P-2024-000117,100630,a2a38920c9919e09c8703d8892080502,2025-04-19,270.3
C-2024-0000888,P-2024-000028,100812,3ef69f90a5178021fa2875bdb7700d8e,2024-11-08,166.02
C-2024-0000889,P-2024-001052,100654,7f89c4cd954b7f708ce420be328cebb4,2024-01-10,216.88
C-2024-0000890,P-2024-002495,100797,7f89c4cd954b7f708ce420be328cebb4,2024-02-09,108.84
C-2025-0000891,P-2024-002049,100220,3c66679311c1abec9d9192d01ce26f07,2025-11-05,1874.1
C-2023-0000892,P-2023-002828,100193,dcfcf92bb54103cb27c8801b1960989c,2023-09-03,1295.23
C-2024-0000893,P-2024-001913,100634,3c66679311c1abec9d9192d01ce26f07,2024-02-03,605.64
C-2023-0000894,P-2023-000141,100354,3ef69f90a5178021fa2875bdb7700d8e,2023-10-26,489.44
C-2025-0000895,P-2024-002256,100310,dcfcf92bb54103cb27c8801b1960989c,2025-09-24,2417.76
C-2025-0000896,P-2024-001385,100586,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-06,776.08
C-2024-0000897,P-2024-001546,100974,a2a38920c9919e09c8703d8892080502,2024-12-31,183.36
C-2025-0000898,P-2025-000170,100019,ee203b1703de1595784024279eff985b,2025-09-30,511.86
C-2025-0000899,P-2024-000616,100415,eb1f8989a62d585d97875883da198e51,2025-11-17,172.09
C-2023-0000900,P-2023-002675,100180,7f89c4cd954b7f708ce420be328cebb4,2023-11-04,139.49
C-2026-0000901,P-2025-002513,100669,ee203b1703de1595784024279eff985b,2026-01-09,378.99
C-2023-0000902,P-2023-000638,100797,dcfcf92bb54103cb27c8801b1960989c,2023-11-18,1927.29
C-2024-0000903,P-2024-000759,100944,dcfcf92bb54103cb27c8801b1960989c,2024-08-24,2329.09
C-2023-0000904,P-2023-001871,100564,7f89c4cd954b7f708ce420be328cebb4,2023-11-19,111.56
C-2023-0000905,P-2023-000366,100533,a2a38920c9919e09c8703d8892080502,2023-10-06,186.67
C-2025-0000906,P-2024-000144,100486,a2a38920c9919e09c8703d8892080502,2025-07-20,125.5
C-2024-0000907,P-2024-002590,100687,ee203b1703de1595784024279eff985b,2024-03-17,1325.57
C-2025-0000908,P-2025-000458,100118,7f89c4cd954b7f708ce420be328cebb4,2025-08-22,139.03
C-2023-0000909,P-2023-002842,100987,dcfcf92bb54103cb27c8801b1960989c,2023-12-31,1381.02
C-2025-0000910,P-2025-000002,100194,ee203b1703de1595784024279eff985b,2025-06-24,417.48
C-2024-0000911,P-2024-001278,100427,3c66679311c1abec9d9192d01ce26f07,2024-07-25,516.42
C-2024-0000912,P-2024-001084,100981,ee203b1703de1595784024279eff985b,2024-06-23,498.35
C-2024-0000913,P-2023-001746,100476,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-06-07,3354.78
C-2024-0000914,P-2024-002046,100073,ee203b1703de1595784024279eff985b,2024-11-21,385.49
C-2024-0000915,P-2024-002091,100672,7f89c4cd954b7f708ce420be328cebb4,2024-11-17,327.32
C-2024-0000916,P-2024-002743,100264,ee203b1703de1595784024279eff985b,2024-04-13,314.75
C-2026-0000917,P-2024-000150,100660,a2a38920c9919e09c8703d8892080502,2026-01-05,310.51
C-2023-0000918,P-2023-000434,100503,ee203b1703de1595784024279eff985b,2023-07-21,279.86
C-2023-0000919,P-2023-002891,100751,7f89c4cd954b7f708ce420be328cebb4,2023-04-18,261.83
C-2024-0000920,P-2024-002490,100322,ee203b1703de1595784024279eff985b,2024-04-23,419.56
C-2024-0000921,P-2024-002354,100041,ee203b1703de1595784024279eff985b,2024-08-07,1363.14
C-2025-0000922,P-2025-002131,100032,eb1f8989a62d585d97875883da198e51,2025-10-08,150.8
C-2024-0000923,P-2024-001913,100634,3c66679311c1abec9d9192d01ce26f07,2024-11-08,854.44
C-2024-0000924,P-2024-002590,100687,ee203b1703de1595784024279eff985b,2024-08-21,938.41
C-2024-0000925,P-2023-002670,100787,dcfcf92bb54103cb27c8801b1960989c,2024-01-11,1624.66
C-2023-0000926,P-2023-001717,100241,3ef69f90a5178021fa2875bdb7700d8e,2023-10-05,119.91
C-2023-0000927,P-2023-002298,100569,a2a38920c9919e09c8703d8892080502,2023-04-26,157.44
C-2023-0000928,P-2023-002254,100932,ee203b1703de1595784024279eff985b,2023-12-06,882.64
C-2025-0000929,P-2024-002815,100917,eb1f8989a62d585d97875883da198e51,2025-09-05,101.12
C-2024-0000930,P-2024-000233,100516,ee203b1703de1595784024279eff985b,2024-10-31,1121.61
C-2025-0000931,P-2025-000778,100447,3ef69f90a5178021fa2875bdb7700d8e,2025-05-26,346.98
C-2025-0000932,P-2024-000120,100042,3ef69f90a5178021fa2875bdb7700d8e,2025-06-19,163.48
C-2025-0000933,P-2025-001708,100569,ee203b1703de1595784024279eff985b,2025-11-16,1617.61
C-2024-0000934,P-2024-002864,100789,a2a38920c9919e09c8703d8892080502,2024-06-24,599.16
C-2025-0000935,P-2024-001638,100676,ee203b1703de1595784024279eff985b,2025-02-12,453.38
C-2023-0000936,P-2023-002034,100312,dcfcf92bb54103cb27c8801b1960989c,2023-08-18,1213.73
C-2024-0000937,P-2023-002246,100721,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-25,568.0
C-2024-0000938,P-2024-001203,100779,19bd7beafce7eb141e672aec8fe7d7c3,2024-04-23,2304.2
C-2023-0000939,P-2023-001481,100836,3c66679311c1abec9d9192d01ce26f07,2023-12-09,985.29
C-2024-0000940,P-2023-001086,100404,a2a38920c9919e09c8703d8892080502,2024-02-02,251.3
C-2023-0000941,P-2023-002507,100981,3ef69f90a5178021fa2875bdb7700d8e,2023-09-16,127.78
C-2024-0000942,P-2024-002663,100358,eb1f8989a62d585d97875883da198e51,2024-07-10,176.68
C-2023-0000943,P-2023-002305,100229,7f89c4cd954b7f708ce420be328cebb4,2023-07-24,168.16
C-2025-0000944,P-2024-002996,100070,7f89c4cd954b7f708ce420be328cebb4,2025-07-28,437.83
C-2024-0000945,P-2023-001743,100318,ee203b1703de1595784024279eff985b,2024-03-31,618.07
C-2023-0000946,P-2023-001146,100581,3c66679311c1abec9d9192d01ce26f07,2023-09-19,1175.66
C-2025-0000947,P-2024-002868,100728,eb1f8989a62d585d97875883da198e51,2025-08-02,181.7
C-2023-0000948,P-2023-002948,100320,dcfcf92bb54103cb27c8801b1960989c,2023-09-05,3939.3
C-2025-0000949,P-2025-002401,100178,dcfcf92bb54103cb27c8801b1960989c,2025-11-17,1132.74
C-2025-0000950,P-2024-001157,100861,dcfcf92bb54103cb27c8801b1960989c,2025-02-25,1206.89
C-2024-0000951,P-2024-001546,100974,a2a38920c9919e09c8703d8892080502,2024-10-10,103.6
C-2023-0000952,P-2023-002282,100028,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-09-07,535.72
C-2024-0000953,P-2023-000791,100007,dcfcf92bb54103cb27c8801b1960989c,2024-03-30,2250.47
C-2025-0000954,P-2025-001784,100809,a2a38920c9919e09c8703d8892080502,2025-08-25,274.77
C-2023-0000955,P-2023-002289,100561,3ef69f90a5178021fa2875bdb7700d8e,2023-01-29,220.95
C-2025-0000956,P-2024-001139,100076,dcfcf92bb54103cb27c8801b1960989c,2025-04-07,1777.48
C-2026-0000957,P-2025-000109,100847,ee203b1703de1595784024279eff985b,2026-04-04,985.26
C-2025-0000958,P-2024-002164,100836,3c66679311c1abec9d9192d01ce26f07,2025-05-16,7273.38
C-2023-0000959,P-2023-001548,100574,ee203b1703de1595784024279eff985b,2023-05-27,426.88
C-2024-0000960,P-2024-001276,100208,dcfcf92bb54103cb27c8801b1960989c,2024-09-14,1395.12
C-2025-0000961,P-2025-000464,100235,dcfcf92bb54103cb27c8801b1960989c,2025-09-25,3624.68
C-2024-0000962,P-2023-000390,100157,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-26,1868.13
C-2023-0000963,P-2023-000217,100477,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-29,1157.19
C-2023-0000964,P-2023-002956,100839,7f89c4cd954b7f708ce420be328cebb4,2023-09-20,143.74
C-2026-0000965,P-2024-002028,100071,19bd7beafce7eb141e672aec8fe7d7c3,2026-02-03,4639.5
C-2025-0000966,P-2024-000381,100028,3c66679311c1abec9d9192d01ce26f07,2025-02-05,628.94
C-2025-0000967,P-2025-001081,100578,19bd7beafce7eb141e672aec8fe7d7c3,2025-04-28,510.26
C-2023-0000968,P-2023-002419,100917,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-07-06,1545.24
C-2023-0000969,P-2023-001090,100540,3c66679311c1abec9d9192d01ce26f07,2023-09-07,3150.52
C-2025-0000970,P-2024-001836,100237,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-04-24,1040.7
C-2023-0000971,P-2023-001883,100406,3c66679311c1abec9d9192d01ce26f07,2023-03-14,759.19
C-2024-0000972,P-2024-001215,100382,19bd7beafce7eb141e672aec8fe7d7c3,2024-11-14,1231.3
C-2025-0000973,P-2024-002539,100453,3ef69f90a5178021fa2875bdb7700d8e,2025-12-24,377.21
C-2024-0000974,P-2023-000155,100050,ee203b1703de1595784024279eff985b,2024-03-23,898.33
C-2025-0000975,P-2025-001194,100524,ee203b1703de1595784024279eff985b,2025-08-29,379.05
C-2024-0000976,P-2024-001913,100634,3c66679311c1abec9d9192d01ce26f07,2024-01-26,1305.51
C-2025-0000977,P-2024-002720,100541,a2a38920c9919e09c8703d8892080502,2025-07-15,195.46
C-2025-0000978,P-2024-001243,100048,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-24,2666.2
C-2025-0000979,P-2024-001741,100701,19bd7beafce7eb141e672aec8fe7d7c3,2025-10-06,439.74
C-2025-0000980,P-2025-001294,100679,eb1f8989a62d585d97875883da198e51,2025-05-30,161.77
C-2024-0000981,P-2023-002336,100007,19bd7beafce7eb141e672aec8fe7d7c3,2024-01-25,834.08
C-2024-0000982,P-2024-002590,100687,ee203b1703de1595784024279eff985b,2024-09-24,442.37
C-2024-0000983,P-2024-000346,100721,ee203b1703de1595784024279eff985b,2024-08-04,471.44
C-2023-0000984,P-2023-001111,100525,7f89c4cd954b7f708ce420be328cebb4,2023-12-03,264.82
C-2023-0000985,P-2023-002916,100051,ee203b1703de1595784024279eff985b,2023-03-10,625.08
C-2023-0000986,P-2023-002673,100857,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-12-16,867.0
C-2025-0000987,P-2024-001566,100280,dcfcf92bb54103cb27c8801b1960989c,2025-10-14,1241.63
C-2026-0000988,P-2025-000068,100620,a2a38920c9919e09c8703d8892080502,2026-03-10,250.32
C-2024-0000989,P-2024-000182,100138,eb1f8989a62d585d97875883da198e51,2024-03-28,121.85
C-2024-0000990,P-2023-000539,100467,ee203b1703de1595784024279eff985b,2024-02-27,882.68
C-2026-0000991,P-2025-002608,100110,2faf36b0c9f62ee6b234e8e2630d7d3a,2026-04-18,3380.49
C-2024-0000992,P-2023-002937,100221,3c66679311c1abec9d9192d01ce26f07,2024-01-12,913.02
C-2024-0000993,P-2024-002949,100209,dcfcf92bb54103cb27c8801b1960989c,2024-04-15,3613.85
C-2023-0000994,P-2023-001776,100046,ee203b1703de1595784024279eff985b,2023-04-25,815.34
C-2024-0000995,P-2023-002060,100307,3ef69f90a5178021fa2875bdb7700d8e,2024-04-25,182.39
C-2024-0000996,P-2023-000369,100645,ee203b1703de1595784024279eff985b,2024-01-24,443.46
C-2024-0000997,P-2024-001410,100309,a2a38920c9919e09c8703d8892080502,2024-08-19,83.36
C-2025-0000998,P-2025-002463,100678,3ef69f90a5178021fa2875bdb7700d8e,2025-04-30,415.03
C-2023-0000999,P-2023-001491,100223,dcfcf92bb54103cb27c8801b1960989c,2023-11-26,1320.75
C-2025-0001000,P-2024-000095,100972,dcfcf92bb54103cb27c8801b1960989c,2025-11-07,1686.72
C-2024-0001001,P-2023-001345,100768,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-07,585.32
C-2025-0001002,P-2025-002362,100267,7f89c4cd954b7f708ce420be328cebb4,2025-12-07,360.93
C-2023-0001003,P-2023-000910,100762,ee203b1703de1595784024279eff985b,2023-10-16,1056.8
C-2025-0001004,P-2024-000605,100431,ee203b1703de1595784024279eff985b,2025-04-15,1147.66
C-2023-0001005,P-2023-001137,100149,7f89c4cd954b7f708ce420be328cebb4,2023-12-16,170.57
C-2025-0001006,P-2024-002045,100786,ee203b1703de1595784024279eff985b,2025-01-24,421.12
C-2025-0001007,P-2024-000973,100569,eb1f8989a62d585d97875883da198e51,2025-05-08,90.57
C-2024-0001008,P-2023-001742,100977,eb1f8989a62d585d97875883da198e51,2024-06-16,367.71
C-2026-0001009,P-2025-002812,100086,3ef69f90a5178021fa2875bdb7700d8e,2026-03-05,193.9
C-2023-0001010,P-2023-001271,100765,3c66679311c1abec9d9192d01ce26f07,2023-12-15,1013.47
C-2023-0001011,P-2023-001061,100466,ee203b1703de1595784024279eff985b,2023-06-24,1108.78
C-2025-0001012,P-2024-002286,100397,ee203b1703de1595784024279eff985b,2025-03-22,224.76
C-2024-0001013,P-2023-001887,100253,3ef69f90a5178021fa2875bdb7700d8e,2024-07-27,260.75
C-2025-0001014,P-2024-002251,100884,3c66679311c1abec9d9192d01ce26f07,2025-02-23,476.15
C-2025-0001015,P-2024-000656,100970,a2a38920c9919e09c8703d8892080502,2025-06-10,572.49
C-2024-0001016,P-2023-002371,100836,dcfcf92bb54103cb27c8801b1960989c,2024-01-17,2328.11
C-2024-0001017,P-2024-001737,100229,a2a38920c9919e09c8703d8892080502,2024-06-28,345.46
C-2024-0001018,P-2024-001760,100725,dcfcf92bb54103cb27c8801b1960989c,2024-10-05,2073.63
C-2025-0001019,P-2024-001953,100513,3ef69f90a5178021fa2875bdb7700d8e,2025-03-20,95.18
C-2025-0001020,P-2024-002378,100817,19bd7beafce7eb141e672aec8fe7d7c3,2025-05-22,1258.63
C-2024-0001021,P-2024-001744,100033,3c66679311c1abec9d9192d01ce26f07,2024-06-26,670.63
C-2025-0001022,P-2025-001022,100843,dcfcf92bb54103cb27c8801b1960989c,2025-11-18,1421.24
C-2024-0001023,P-2023-000248,100026,7f89c4cd954b7f708ce420be328cebb4,2024-12-22,163.04
C-2024-0001024,P-2024-002083,100707,dcfcf92bb54103cb27c8801b1960989c,2024-10-24,6864.18
C-2023-0001025,P-2023-001323,100627,ee203b1703de1595784024279eff985b,2023-08-25,826.34
C-2025-0001026,P-2024-001623,100370,7f89c4cd954b7f708ce420be328cebb4,2025-07-03,358.85
C-2025-0001027,P-2025-002317,100677,19bd7beafce7eb141e672aec8fe7d7c3,2025-11-02,1678.86
C-2024-0001028,P-2023-000599,100521,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-01-01,1954.87
C-2025-0001029,P-2025-001531,100904,ee203b1703de1595784024279eff985b,2025-08-11,502.81
C-2023-0001030,P-2023-000449,100099,eb1f8989a62d585d97875883da198e51,2023-09-16,218.65
C-2024-0001031,P-2023-002461,100294,dcfcf92bb54103cb27c8801b1960989c,2024-05-21,635.76
C-2026-0001032,P-2025-002808,100130,3c66679311c1abec9d9192d01ce26f07,2026-03-20,885.92
C-2023-0001033,P-2023-001146,100581,3c66679311c1abec9d9192d01ce26f07,2023-08-13,660.52
C-2023-0001034,P-2023-002021,100818,a2a38920c9919e09c8703d8892080502,2023-09-20,227.08
C-2023-0001035,P-2023-000461,100770,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-24,706.85
C-2025-0001036,P-2024-001638,100676,ee203b1703de1595784024279eff985b,2025-03-25,311.6
C-2023-0001037,P-2023-000982,100837,eb1f8989a62d585d97875883da198e51,2023-07-18,598.72
C-2025-0001038,P-2025-002984,100087,dcfcf92bb54103cb27c8801b1960989c,2025-07-07,1696.11
C-2024-0001039,P-2024-002313,100852,3c66679311c1abec9d9192d01ce26f07,2024-11-30,1433.84
C-2023-0001040,P-2023-000112,100433,3c66679311c1abec9d9192d01ce26f07,2023-09-13,3049.46
C-2023-0001041,P-2023-000565,100862,7f89c4cd954b7f708ce420be328cebb4,2023-10-15,134.8
C-2024-0001042,P-2024-002960,100833,a2a38920c9919e09c8703d8892080502,2024-06-14,354.41
C-2024-0001043,P-2024-000580,100699,3c66679311c1abec9d9192d01ce26f07,2024-11-07,484.26
C-2024-0001044,P-2024-000509,100330,7f89c4cd954b7f708ce420be328cebb4,2024-12-26,229.44
C-2023-0001045,P-2023-000218,100853,a2a38920c9919e09c8703d8892080502,2023-10-12,137.53
C-2023-0001046,P-2023-000738,100194,3ef69f90a5178021fa2875bdb7700d8e,2023-09-03,225.23
C-2025-0001047,P-2024-001195,100651,dcfcf92bb54103cb27c8801b1960989c,2025-03-19,1957.15
C-2025-0001048,P-2025-002674,100354,ee203b1703de1595784024279eff985b,2025-09-11,1326.45
C-2024-0001049,P-2024-000724,100087,7f89c4cd954b7f708ce420be328cebb4,2024-09-11,106.8
C-2024-0001050,P-2023-001317,100403,19bd7beafce7eb141e672aec8fe7d7c3,2024-04-19,1007.01
C-2025-0001051,P-2024-002726,100066,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-20,1024.29
C-2024-0001052,P-2023-002848,100027,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-03-13,875.74
C-2024-0001053,P-2024-002157,100868,ee203b1703de1595784024279eff985b,2024-12-15,282.1
C-2025-0001054,P-2025-002056,100892,3ef69f90a5178021fa2875bdb7700d8e,2025-08-18,233.21
C-2023-0001055,P-2023-000692,100279,3ef69f90a5178021fa2875bdb7700d8e,2023-08-02,150.49
C-2025-0001056,P-2024-002030,100732,a2a38920c9919e09c8703d8892080502,2025-01-15,199.53
C-2025-0001057,P-2024-000928,100516,7f89c4cd954b7f708ce420be328cebb4,2025-10-01,200.67
C-2025-0001058,P-2024-001630,100677,ee203b1703de1595784024279eff985b,2025-04-26,1647.0
C-2024-0001059,P-2024-000587,100059,ee203b1703de1595784024279eff985b,2024-10-01,527.15
C-2025-0001060,P-2025-002187,100933,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-09-02,2010.63
C-2023-0001061,P-2023-001076,100602,a2a38920c9919e09c8703d8892080502,2023-08-23,171.97
C-2025-0001062,P-2024-000466,100479,dcfcf92bb54103cb27c8801b1960989c,2025-07-15,2023.28
C-2024-0001063,P-2024-002929,100370,a2a38920c9919e09c8703d8892080502,2024-12-24,793.51
C-2023-0001064,P-2023-000777,100658,ee203b1703de1595784024279eff985b,2023-12-13,504.04
C-2024-0001065,P-2023-000455,100470,ee203b1703de1595784024279eff985b,2024-01-14,1234.38
C-2025-0001066,P-2025-002297,100250,a2a38920c9919e09c8703d8892080502,2025-07-14,219.4
C-2026-0001067,P-2025-000438,100085,2faf36b0c9f62ee6b234e8e2630d7d3a,2026-01-03,1596.46
C-2025-0001068,P-2024-000413,100487,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-23,1264.02
C-2023-0001069,P-2023-002570,100887,ee203b1703de1595784024279eff985b,2023-08-12,505.3
C-2025-0001070,P-2024-002593,100400,3ef69f90a5178021fa2875bdb7700d8e,2025-05-26,106.89
C-2024-0001071,P-2023-000154,100972,dcfcf92bb54103cb27c8801b1960989c,2024-02-09,669.85
C-2025-0001072,P-2024-002701,100325,ee203b1703de1595784024279eff985b,2025-06-16,1059.68
C-2023-0001073,P-2023-000154,100972,dcfcf92bb54103cb27c8801b1960989c,2023-08-07,1509.96
C-2025-0001074,P-2025-002075,100556,3ef69f90a5178021fa2875bdb7700d8e,2025-06-18,284.88
C-2023-0001075,P-2023-000875,100560,3c66679311c1abec9d9192d01ce26f07,2023-04-21,3878.69
C-2024-0001076,P-2023-000851,100678,eb1f8989a62d585d97875883da198e51,2024-02-15,284.94
C-2024-0001077,P-2023-000484,100569,19bd7beafce7eb141e672aec8fe7d7c3,2024-01-23,256.19
C-2024-0001078,P-2023-000034,100034,19bd7beafce7eb141e672aec8fe7d7c3,2024-01-16,1361.61
C-2023-0001079,P-2023-000025,100812,3c66679311c1abec9d9192d01ce26f07,2023-11-16,2045.66
C-2025-0001080,P-2025-000811,100207,19bd7beafce7eb141e672aec8fe7d7c3,2025-12-03,1887.49
C-2024-0001081,P-2024-001894,100418,19bd7beafce7eb141e672aec8fe7d7c3,2024-10-04,852.64
C-2025-0001082,P-2023-000577,100006,ee203b1703de1595784024279eff985b,2025-04-01,881.02
C-2025-0001083,P-2025-000720,100001,dcfcf92bb54103cb27c8801b1960989c,2025-09-23,1941.29
C-2025-0001084,P-2025-000040,100872,ee203b1703de1595784024279eff985b,2025-11-10,634.16
C-2024-0001085,P-2024-001832,100092,ee203b1703de1595784024279eff985b,2024-12-27,606.55
C-2024-0001086,P-2023-000158,100008,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-11,1186.4
C-2023-0001087,P-2023-002253,100133,7f89c4cd954b7f708ce420be328cebb4,2023-12-05,242.23
C-2024-0001088,P-2024-002713,100872,eb1f8989a62d585d97875883da198e51,2024-09-13,88.74
C-2025-0001089,P-2024-001136,100124,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-05-13,1433.05
C-2025-0001090,P-2024-001455,100467,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-10,2117.3
C-2023-0001091,P-2023-000999,100936,3c66679311c1abec9d9192d01ce26f07,2023-12-03,2603.56
C-2024-0001092,P-2024-002065,100309,ee203b1703de1595784024279eff985b,2024-12-08,186.18
C-2025-0001093,P-2024-000501,100395,7f89c4cd954b7f708ce420be328cebb4,2025-05-16,144.09
C-2025-0001094,P-2024-002655,100888,3ef69f90a5178021fa2875bdb7700d8e,2025-03-08,168.53
C-2024-0001095,P-2023-001006,100591,19bd7beafce7eb141e672aec8fe7d7c3,2024-03-30,1219.61
C-2024-0001096,P-2024-002574,100051,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-28,1067.43
C-2023-0001097,P-2023-001858,100303,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-09-13,2442.85
C-2023-0001098,P-2023-002738,100238,eb1f8989a62d585d97875883da198e51,2023-06-15,107.39
C-2025-0001099,P-2024-000191,100253,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-02,2164.59
C-2026-0001100,P-2025-000857,100895,3c66679311c1abec9d9192d01ce26f07,2026-02-09,1291.04
C-2023-0001101,P-2023-002857,100548,3c66679311c1abec9d9192d01ce26f07,2023-11-17,656.26
C-2023-0001102,P-2023-000884,100642,19bd7beafce7eb141e672aec8fe7d7c3,2023-02-27,700.64
C-2024-0001103,P-2023-002336,100007,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-01,1340.91
C-2024-0001104,P-2024-002466,100754,eb1f8989a62d585d97875883da198e51,2024-11-14,50.43
C-2023-0001105,P-2023-002934,100503,eb1f8989a62d585d97875883da198e51,2023-09-02,255.29
C-2025-0001106,P-2025-002653,100961,ee203b1703de1595784024279eff985b,2025-09-16,1044.51
C-2025-0001107,P-2024-001471,100559,ee203b1703de1595784024279eff985b,2025-01-23,328.46
C-2024-0001108,P-2023-001952,100534,19bd7beafce7eb141e672aec8fe7d7c3,2024-03-22,4234.72
C-2024-0001109,P-2023-000110,100390,7f89c4cd954b7f708ce420be328cebb4,2024-08-01,176.15
C-2025-0001110,P-2025-002405,100292,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-15,978.97
C-2024-0001111,P-2024-001687,100339,7f89c4cd954b7f708ce420be328cebb4,2024-07-03,173.6
C-2023-0001112,P-2023-002802,100391,3c66679311c1abec9d9192d01ce26f07,2023-05-30,1407.91
C-2024-0001113,P-2024-001344,100915,ee203b1703de1595784024279eff985b,2024-09-14,1627.55
C-2024-0001114,P-2024-000769,100929,19bd7beafce7eb141e672aec8fe7d7c3,2024-09-04,1489.65
C-2023-0001115,P-2023-001860,100024,dcfcf92bb54103cb27c8801b1960989c,2023-10-23,427.19
C-2024-0001116,P-2023-000067,100787,eb1f8989a62d585d97875883da198e51,2024-07-14,520.91
C-2024-0001117,P-2024-000994,100702,3ef69f90a5178021fa2875bdb7700d8e,2024-12-17,162.63
C-2024-0001118,P-2024-002327,100196,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-06-03,762.97
C-2025-0001119,P-2025-001439,100679,3c66679311c1abec9d9192d01ce26f07,2025-06-08,1782.42
C-2025-0001120,P-2024-002747,100548,dcfcf92bb54103cb27c8801b1960989c,2025-09-03,898.32
C-2025-0001121,P-2024-001713,100659,eb1f8989a62d585d97875883da198e51,2025-03-22,48.07
C-2025-0001122,P-2024-002001,100684,ee203b1703de1595784024279eff985b,2025-05-25,605.73
C-2025-0001123,P-2024-000414,100016,3c66679311c1abec9d9192d01ce26f07,2025-11-25,1297.11
C-2026-0001124,P-2024-002593,100400,3ef69f90a5178021fa2875bdb7700d8e,2026-01-19,113.99
